ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21337	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36674048	36674091	36667716	36671233	36679626	36679860	21337	18	0			192	149	NA	NA	1.0		NA
21338	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36676891	36677184	36671028	36671233	36679626	36679860	21338	17	0			298	149	NA	NA	1.0		NA
21339	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36676891	36677184	36671028	36674091	36679626	36679860	21339	63	0			298	149	NA	NA	1.0		NA
21340	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36676891	36677184	36671028	36674091	36679754	36679860	21340	46	0			298	149	NA	NA	1.0		NA
21341	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36679349	36679490	36676891	36677184	36679626	36679860	21341	0	17			290	149	NA	NA	0.0		NA
21344	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36679626	36679860	36676891	36677184	36680394	36680589	21344	119	0			298	149	NA	NA	1.0		NA
21345	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36679754	36679860	36676891	36677184	36680394	36680589	21345	80	0			255	149	NA	NA	1.0		NA
21346	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36680394	36680589	36676891	36679860	36683863	36683998	21346	142	0			298	149	NA	NA	1.0		NA
21347	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36680394	36680589	36676891	36679860	36686064	36688321	21347	108	0			298	149	NA	NA	1.0		NA
21348	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36683863	36683998	36679626	36679860	36686064	36686233	21348	68	0			284	149	NA	NA	1.0		NA
21349	"ENSG00000079215.15"	"SLC1A3"	chr5	+	36683863	36683998	36680346	36680589	36686064	36686233	21349	108	6			284	149	NA	NA	0.904		NA
21350	"ENSG00000105393.16"	"BABAM1"	chr19	+	17271596	17271655	17268684	17269091	17273903	17273980	21350	49	3			208	149	NA	NA	0.921		NA
21351	"ENSG00000105393.16"	"BABAM1"	chr19	+	17273903	17274024	17271596	17271655	17276494	17276555	21351	26	0			270	149	NA	NA	1.0		NA
21355	"ENSG00000162373.13"	"BEND5"	chr1	-	48742622	48742771	48736238	48736452	48758899	48759284	21355	11	0			298	149	NA	NA	1.0		NA
21360	"ENSG00000151665.13"	"PIGF"	chr2	-	46613693	46613785	46612227	46612344	46614936	46615185	21360	11	0			241	149	NA	NA	1.0		NA
21361	"ENSG00000047849.22"	"MAP4"	chr3	-	47853162	47853352	47850689	47852938	47855247	47855360	21361	190	0			298	149	NA	NA	1.0		NA
21362	"ENSG00000047849.22"	"MAP4"	chr3	-	47867245	47867338	47857430	47857512	47870812	47871105	21362	8	8			242	149	NA	NA	0.381		NA
21363	"ENSG00000047849.22"	"MAP4"	chr3	-	47869213	47869327	47867245	47867338	47870812	47871105	21363	127	0			263	149	NA	NA	1.0		NA
21364	"ENSG00000047849.22"	"MAP4"	chr3	-	47871226	47871286	47870812	47871105	47871916	47872100	21364	351	2			209	149	NA	NA	0.992		NA
21365	"ENSG00000047849.22"	"MAP4"	chr3	-	47875684	47875900	47871916	47872100	47877416	47877523	21365	242	0			298	149	NA	NA	1.0		NA
21367	"ENSG00000047849.22"	"MAP4"	chr3	-	47909037	47912421	47877416	47877523	47914816	47914939	21367	5	215			298	149	NA	NA	0.011		NA
21368	"ENSG00000047849.22"	"MAP4"	chr3	-	47918718	47918841	47915950	47917174	47921764	47921878	21368	225	10			272	149	NA	NA	0.925		NA
21369	"ENSG00000047849.22"	"MAP4"	chr3	-	47918718	47918841	47915950	47917174	47928227	47928350	21369	130	1			272	149	NA	NA	0.986		NA
21370	"ENSG00000047849.22"	"MAP4"	chr3	-	47921764	47921878	47915950	47917174	47928227	47928302	21370	87	1			263	149	NA	NA	0.98		NA
21371	"ENSG00000047849.22"	"MAP4"	chr3	-	47921764	47921878	47918718	47918841	47928227	47928302	21371	178	6			263	149	NA	NA	0.944		NA
21372	"ENSG00000047849.22"	"MAP4"	chr3	-	47977864	47977933	47928227	47928350	47998637	47998879	21372	89	5			218	149	NA	NA	0.924		NA
21373	"ENSG00000047849.22"	"MAP4"	chr3	-	47987382	47987433	47977864	47977933	47998637	47998879	21373	6	41			200	149	NA	NA	0.098		NA
21380	"ENSG00000172115.9"	"CYCS"	chr7	-	25124689	25124815	25123950	25124127	25125199	25125260	21380	0	11			275	149	NA	NA	0.0		NA
21381	"ENSG00000172115.9"	"CYCS"	chr7	-	25124689	25124844	25123950	25124127	25125199	25125260	21381	0	11			298	149	NA	NA	0.0		NA
21385	"ENSG00000111481.10"	"COPZ1"	chr12	+	54340546	54340615	54325082	54325181	54342205	54342287	21385	12	0			218	149	NA	NA	1.0		NA
21387	"ENSG00000111481.10"	"COPZ1"	chr12	+	54343224	54343316	54342205	54342287	54345459	54345475	21387	20	2			241	149	NA	NA	0.861		NA
21388	"ENSG00000111481.10"	"COPZ1"	chr12	+	54345459	54345515	54343224	54343316	54347766	54347840	21388	19	0			205	149	NA	NA	1.0		NA
21389	"ENSG00000111481.10"	"COPZ1"	chr12	+	54346611	54346674	54345459	54345515	54347766	54347844	21389	0	14			212	149	NA	NA	0.0		NA
21390	"ENSG00000282851.2"	"BISPR"	chr19	+	17413096	17413305	17406076	17406296	17414390	17415005	21390	10	0			298	149	NA	NA	1.0		NA
21399	"ENSG00000221926.13"	"TRIM16"	chr17	-	15632508	15632674	15631618	15631714	15636035	15636143	21399	45	0			298	149	NA	NA	1.0		NA
21416	"ENSG00000101181.18"	"MTG2"	chr20	+	62198633	62198852	62197851	62197967	62199118	62199130	21416	34	0			298	149	NA	NA	1.0		NA
21426	"ENSG00000257727.6"	"CNPY2"	chr12	-	56315129	56315242	56314489	56314966	56315820	56315988	21426	21	0			262	149	NA	NA	1.0		NA
21430	"ENSG00000284686.1"	"ENSG00000284686"	chr1	-	56523822	56523880	56511975	56512152	56524276	56524495	21430	30	1			207	149	NA	NA	0.956		NA
21446	"ENSG00000136527.19"	"TRA2B"	chr3	-	185919436	185919496	185918364	185918438	185921103	185921187	21446	25	1			209	149	NA	NA	0.947		NA
21447	"ENSG00000136527.19"	"TRA2B"	chr3	-	185926600	185926734	185925084	185925626	185937824	185937987	21447	39	0			283	149	NA	NA	1.0		NA
21448	"ENSG00000136527.19"	"TRA2B"	chr3	-	185931576	185931852	185926600	185926734	185937824	185938029	21448	20	18			298	149	NA	NA	0.357		NA
21452	"ENSG00000160741.17"	"CRTC2"	chr1	-	153948833	153948900	153948457	153948644	153949114	153949384	21452	0	25			216	149	NA	NA	0.0		NA
21453	"ENSG00000160741.17"	"CRTC2"	chr1	-	153951259	153951666	153949114	153949384	153952017	153952262	21453	51	0			298	149	NA	NA	1.0		NA
21467	"ENSG00000163629.13"	"PTPN13"	chr4	+	86693586	86693674	86689004	86689190	86701240	86701801	21467	24	1			237	149	NA	NA	0.938		NA
21468	"ENSG00000163629.13"	"PTPN13"	chr4	+	86701240	86701801	86689004	86689190	86716529	86716625	21468	13	3			298	149	NA	NA	0.684		NA
21470	"ENSG00000041988.16"	"THAP3"	chr1	+	6628498	6628691	6625149	6625292	6630287	6630353	21470	15	0			298	149	NA	NA	1.0		NA
21474	"ENSG00000032219.19"	"ARID4A"	chr14	+	58328236	58328316	58323484	58323617	58329527	58329604	21474	21	2			229	149	NA	NA	0.872		NA
21476	"ENSG00000032219.19"	"ARID4A"	chr14	+	58366023	58366230	58365517	58365622	58366882	58367029	21476	38	0			298	149	NA	NA	1.0		NA
21483	"ENSG00000162408.11"	"NOL9"	chr1	-	6550395	6550615	6549570	6549698	6554106	6554513	21483	35	0			298	149	NA	NA	1.0		NA
21484	"ENSG00000128512.24"	"DOCK4"	chr7	-	111732225	111732287	111726109	111728720	111736916	111736989	21484	25	0			211	149	NA	NA	1.0		NA
21485	"ENSG00000128512.24"	"DOCK4"	chr7	-	111735053	111735167	111732225	111732287	111736916	111736989	21485	78	0			263	149	NA	NA	1.0		NA
21486	"ENSG00000128512.24"	"DOCK4"	chr7	-	111742012	111742132	111741539	111741661	111746333	111746417	21486	38	0			269	149	NA	NA	1.0		NA
21487	"ENSG00000128512.24"	"DOCK4"	chr7	-	111782863	111782924	111778275	111778369	111783856	111783952	21487	33	0			210	149	NA	NA	1.0		NA
21489	"ENSG00000128512.24"	"DOCK4"	chr7	-	111784096	111784123	111783856	111783952	111788661	111788747	21489	1	11			176	149	NA	NA	0.071		NA
21500	"ENSG00000185252.19"	"ZNF74"	chr22	+	20395332	20395418	20394150	20394662	20400631	20400758	21500	8	2			235	149	NA	NA	0.717		NA
21505	"ENSG00000155957.19"	"TMBIM4"	chr12	-	66138723	66138769	66135845	66138166	66145840	66145958	21505	18	0			195	149	NA	NA	1.0		NA
21506	"ENSG00000155957.19"	"TMBIM4"	chr12	-	66160164	66160305	66153339	66153448	66169854	66169962	21506	0	10			290	149	NA	NA	0.0		NA
21507	"ENSG00000155957.19"	"TMBIM4"	chr12	-	66168914	66169353	66153339	66153448	66169854	66169980	21507	0	10			298	149	NA	NA	0.0		NA
21508	"ENSG00000155957.19"	"TMBIM4"	chr12	-	66169289	66169353	66153339	66153448	66169854	66169969	21508	0	10			213	149	NA	NA	0.0		NA
21520	"ENSG00000239704.11"	"CDRT4"	chr17	-	15440207	15440285	15436014	15438200	15503097	15503608	21520	17	5			227	149	NA	NA	0.691		NA
21524	"ENSG00000117410.14"	"ATP6V0B"	chr1	+	43976589	43976659	43976301	43976379	43976772	43976823	21524	19	0			219	149	NA	NA	1.0		NA
21527	"ENSG00000183856.11"	"IQGAP3"	chr1	-	156548072	156548243	156544388	156544472	156548347	156548487	21527	9	2			298	149	NA	NA	0.692		NA
21529	"ENSG00000087087.20"	"SRRT"	chr7	+	100880695	100880769	100875572	100875712	100881284	100881413	21529	3	16			223	149	NA	NA	0.111		NA
21531	"ENSG00000087087.20"	"SRRT"	chr7	+	100882764	100883090	100882052	100882241	100884069	100884239	21531	8	3			298	149	NA	NA	0.571		NA
21532	"ENSG00000087087.20"	"SRRT"	chr7	+	100888256	100888383	100888041	100888143	100888473	100888664	21532	21	0			276	149	NA	NA	1.0		NA
21535	"ENSG00000116138.13"	"DNAJC16"	chr1	+	15546766	15546871	15544398	15544583	15548269	15548428	21535	28	4			254	149	NA	NA	0.804		NA
21540	"ENSG00000116539.14"	"ASH1L"	chr1	-	155415743	155415923	155395458	155395553	155438326	155439068	21540	139	4			298	149	NA	NA	0.946		NA
21541	"ENSG00000116539.14"	"ASH1L"	chr1	-	155440489	155440593	155438326	155439068	155459796	155459898	21541	1	16			253	149	NA	NA	0.036		NA
21542	"ENSG00000116539.14"	"ASH1L"	chr1	-	155440502	155440593	155438326	155439068	155459796	155459898	21542	0	16			240	149	NA	NA	0.0		NA
21543	"ENSG00000116539.14"	"ASH1L"	chr1	-	155459796	155459898	155438326	155439068	155477885	155482449	21543	126	2			251	149	NA	NA	0.974		NA
21544	"ENSG00000116539.14"	"ASH1L"	chr1	-	155462452	155462599	155459796	155459898	155477885	155482449	21544	2	114			296	149	NA	NA	0.009		NA
21545	"ENSG00000116539.14"	"ASH1L"	chr1	-	155520224	155520356	155477885	155482449	155521099	155521618	21545	0	36			281	149	NA	NA	0.0		NA
21553	"ENSG00000143801.18"	"PSEN2"	chr1	+	226883704	226883919	226880439	226882048	226885537	226885568	21553	18	0			298	149	NA	NA	1.0		NA
21559	"ENSG00000143801.18"	"PSEN2"	chr1	+	226894006	226894125	226891742	226891844	226897719	226897829	21559	11	1			268	149	NA	NA	0.859		NA
21567	"ENSG00000116117.19"	"PARD3B"	chr2	+	205158721	205158907	205125608	205125737	205172210	205172381	21567	17	0			298	149	NA	NA	1.0		NA
21571	"ENSG00000183431.12"	"SF3A3"	chr1	-	37976883	37976953	37969570	37969735	37978719	37978827	21571	39	2			219	149	NA	NA	0.93		NA
21572	"ENSG00000074047.22"	"GLI2"	chr2	+	120927360	120927466	120797290	120797468	120951242	120951445	21572	25	2			255	149	NA	NA	0.88		NA
21574	"ENSG00000075142.14"	"SRI"	chr7	-	88214794	88214936	88210881	88210925	88217121	88217191	21574	0	47			291	149	NA	NA	0.0		NA
21575	"ENSG00000075142.14"	"SRI"	chr7	-	88218858	88218942	88217121	88217191	88226908	88226953	21575	17	0			233	149	NA	NA	1.0		NA
21580	"ENSG00000132716.19"	"DCAF8"	chr1	-	160225061	160225119	160224441	160224549	160225590	160225663	21580	36	13			207	149	NA	NA	0.666		NA
21581	"ENSG00000258465.8"	"ENSG00000258465"	chr1	-	160243959	160244034	160239696	160240370	160263264	160263462	21581	46	0			224	149	NA	NA	1.0		NA
21593	"ENSG00000160055.20"	"TMEM234"	chr1	-	32217436	32217577	32217258	32217351	32221130	32221197	21593	4	17			290	149	NA	NA	0.108		NA
21596	"ENSG00000115652.15"	"UXS1"	chr2	-	106145189	106145370	106129673	106129778	106158057	106158118	21596	13	0			298	149	NA	NA	1.0		NA
21604	"ENSG00000165119.21"	"HNRNPK"	chr9	-	83973901	83973973	83973285	83973399	83974516	83974589	21604	110	19			221	149	NA	NA	0.796		NA
21605	"ENSG00000165119.21"	"HNRNPK"	chr9	-	83975461	83975505	83974516	83974589	83976994	83977051	21605	91	3			193	149	NA	NA	0.959		NA
21606	"ENSG00000134202.12"	"GSTM3"	chr1	-	109739832	109739908	109739428	109739493	109740239	109740511	21606	12	0			225	149	NA	NA	1.0		NA
21612	"ENSG00000149970.16"	"CNKSR2"	chrX	+	21516484	21516631	21501474	21501588	21526866	21527000	21612	20	9			296	149	NA	NA	0.528		NA
21613	"ENSG00000149970.16"	"CNKSR2"	chrX	+	21526866	21527000	21501519	21501588	21531855	21532004	21613	10	0			283	149	NA	NA	1.0		NA
21619	"ENSG00000155363.19"	"MOV10"	chr1	+	112685034	112685162	112674847	112675049	112686965	112687106	21619	2	9			277	149	NA	NA	0.107		NA
21627	"ENSG00000214078.13"	"CPNE1"	chr20	-	35632162	35632234	35631944	35632025	35632310	35632385	21627	19	0			221	149	NA	NA	1.0		NA
21628	"ENSG00000214078.13"	"CPNE1"	chr20	-	35632162	35632248	35631944	35632025	35632310	35632385	21628	13	0			235	149	NA	NA	1.0		NA
21629	"ENSG00000214078.13"	"CPNE1"	chr20	-	35655201	35655344	35632794	35632923	35658929	35658982	21629	16	0			292	149	NA	NA	1.0		NA
21641	"ENSG00000086598.11"	"TMED2"	chr12	+	123587610	123587631	123586746	123586939	123590341	123590446	21641	0	27			170	149	NA	NA	0.0		NA
21649	"ENSG00000129625.13"	"REEP5"	chr5	-	112887014	112887183	112876384	112878835	112902379	112902518	21649	100	0			298	149	NA	NA	1.0		NA
21650	"ENSG00000129625.13"	"REEP5"	chr5	-	112892449	112892817	112887014	112887183	112902379	112902518	21650	0	69			298	149	NA	NA	0.0		NA
21651	"ENSG00000129625.13"	"REEP5"	chr5	-	112902379	112902518	112887014	112887183	112921162	112921256	21651	102	0			288	149	NA	NA	1.0		NA
21653	"ENSG00000134686.20"	"PHC2"	chr1	-	33325794	33325961	33323625	33325019	33328869	33329146	21653	0	111			298	149	NA	NA	0.0		NA
21654	"ENSG00000134686.20"	"PHC2"	chr1	-	33331624	33331699	33331347	33331462	33332274	33332404	21654	0	16			224	149	NA	NA	0.0		NA
21664	"ENSG00000067334.14"	"DNTTIP2"	chr1	-	93875644	93875783	93873118	93873214	93876267	93877862	21664	45	0			288	149	NA	NA	1.0		NA
21666	"ENSG00000109819.9"	"PPARGC1A"	chr4	-	23825166	23825249	23824462	23824508	23828399	23828604	21666	0	12			232	149	NA	NA	0.0		NA
21705	"ENSG00000163565.20"	"IFI16"	chr1	+	159016532	159016700	159015672	159015987	159018228	159018651	21705	271	0			298	149	NA	NA	1.0		NA
21706	"ENSG00000163565.20"	"IFI16"	chr1	+	159016617	159016700	159015672	159015987	159018228	159018376	21706	31	0			232	149	NA	NA	1.0		NA
21707	"ENSG00000163565.20"	"IFI16"	chr1	+	159045296	159045464	159032523	159032691	159049431	159049599	21707	13	0			298	149	NA	NA	1.0		NA
21708	"ENSG00000163565.20"	"IFI16"	chr1	+	159045296	159045464	159032523	159032691	159051678	159052098	21708	1	35			298	149	NA	NA	0.014		NA
21709	"ENSG00000163565.20"	"IFI16"	chr1	+	159049431	159049599	159032523	159032691	159051678	159052098	21709	2	35			298	149	NA	NA	0.028		NA
21710	"ENSG00000163565.20"	"IFI16"	chr1	+	159049431	159049599	159045296	159045464	159051678	159052098	21710	14	0			298	149	NA	NA	1.0		NA
21711	"ENSG00000126705.15"	"AHDC1"	chr1	-	27558304	27558530	27553073	27553185	27558705	27558883	21711	60	3			298	149	NA	NA	0.909		NA
21712	"ENSG00000126705.15"	"AHDC1"	chr1	-	27558304	27558530	27553073	27553290	27558705	27558883	21712	29	0			298	149	NA	NA	1.0		NA
21713	"ENSG00000126705.15"	"AHDC1"	chr1	-	27558304	27558530	27553140	27553304	27558705	27558883	21713	34	0			298	149	NA	NA	1.0		NA
21714	"ENSG00000120656.14"	"TAF12"	chr1	-	28617952	28618030	28613246	28613361	28621913	28622165	21714	11	0			227	149	NA	NA	1.0		NA
21741	"ENSG00000237296.10"	"SMG1P1"	chr16	+	22451619	22451658	22437007	22437492	22454701	22454865	21741	10	13			188	149	NA	NA	0.379		NA
21749	"ENSG00000227372.12"	"TP73-AS1"	chr1	-	3741219	3741373	3740136	3740387	3742803	3742911	21749	0	20			298	149	NA	NA	0.0		NA
21750	"ENSG00000227372.12"	"TP73-AS1"	chr1	-	3742429	3742517	3739457	3740387	3742803	3742858	21750	4	20			237	149	NA	NA	0.112		NA
21751	"ENSG00000227372.12"	"TP73-AS1"	chr1	-	3743300	3743371	3743060	3743190	3745606	3746186	21751	0	17			220	149	NA	NA	0.0		NA
21752	"ENSG00000100292.18"	"HMOX1"	chr22	+	35386684	35387176	35383105	35383226	35389863	35389963	21752	41	0			298	149	NA	NA	1.0		NA
21753	"ENSG00000100292.18"	"HMOX1"	chr22	+	35389863	35389963	35386684	35387176	35393467	35394207	21753	31	0			249	149	NA	NA	1.0		NA
21754	"ENSG00000118432.13"	"CNR1"	chr6	-	88147663	88147806	88139863	88145337	88164256	88164294	21754	15	0			292	149	NA	NA	1.0		NA
21755	"ENSG00000118432.13"	"CNR1"	chr6	-	88147663	88147806	88139863	88145337	88165802	88166347	21755	16	7			292	149	NA	NA	0.538		NA
21758	"ENSG00000196776.17"	"CD47"	chr3	-	108050577	108050602	108047078	108047292	108051938	108051970	21758	0	17			174	149	NA	NA	0.0		NA
21759	"ENSG00000196776.17"	"CD47"	chr3	-	108051938	108051970	108043090	108047292	108057476	108057569	21759	30	2			181	149	NA	NA	0.925		NA
21760	"ENSG00000196776.17"	"CD47"	chr3	-	108055519	108055566	108051938	108051970	108057476	108057569	21760	0	30			196	149	NA	NA	0.0		NA
21768	"ENSG00000164081.13"	"TEX264"	chr3	+	51674270	51674562	51671174	51671288	51684412	51684467	21768	19	0			298	149	NA	NA	1.0		NA
21769	"ENSG00000164081.13"	"TEX264"	chr3	+	51681341	51681430	51674476	51674562	51684412	51684559	21769	0	19			238	149	NA	NA	0.0		NA
21770	"ENSG00000164081.13"	"TEX264"	chr3	+	51684412	51684634	51674270	51674562	51699405	51699572	21770	28	0			298	149	NA	NA	1.0		NA
21779	"ENSG00000116133.13"	"DHCR24"	chr1	-	54855988	54856024	54854036	54854234	54865302	54865446	21779	0	22			185	149	NA	NA	0.0		NA
21780	"ENSG00000116133.13"	"DHCR24"	chr1	-	54877901	54877998	54875941	54876047	54883617	54883773	21780	0	10			246	149	NA	NA	0.0		NA
21781	"ENSG00000116133.13"	"DHCR24"	chr1	-	54879059	54879319	54875941	54876047	54883617	54883773	21781	0	10			298	149	NA	NA	0.0		NA
21782	"ENSG00000116133.13"	"DHCR24"	chr1	-	54879748	54879805	54875941	54876047	54883617	54883773	21782	0	10			206	149	NA	NA	0.0		NA
21783	"ENSG00000116133.13"	"DHCR24"	chr1	-	54882688	54882735	54875975	54876047	54883617	54883773	21783	0	10			196	149	NA	NA	0.0		NA
21789	"ENSG00000285331.2"	"ENSG00000285331"	chr15	-	56917064	56917212	56890013	56890167	56917539	56917648	21789	18	1			297	149	NA	NA	0.9		NA
21793	"ENSG00000117479.15"	"SLC19A2"	chr1	-	169477154	169477757	169469963	169470186	169485562	169485941	21793	11	0			298	149	NA	NA	1.0		NA
21805	"ENSG00000265590.10"	"CFAP298-TCP10L"	chr21	-	32603160	32603292	32582199	32582415	32604124	32604185	21805	13	0			281	149	NA	NA	1.0		NA
21806	"ENSG00000140403.13"	"DNAJA4"	chr15	+	78270496	78270677	78264561	78264895	78273094	78273199	21806	13	0			298	149	NA	NA	1.0		NA
21811	"ENSG00000144580.14"	"CNOT9"	chr2	+	218580994	218581114	218580560	218580740	218582970	218583086	21811	0	26			269	149	NA	NA	0.0		NA
21812	"ENSG00000144580.14"	"CNOT9"	chr2	+	218587304	218587400	218584611	218584721	218587585	218587695	21812	0	16			245	149	NA	NA	0.0		NA
21814	"ENSG00000196083.10"	"IL1RAP"	chr3	+	190554632	190554693	190514086	190514219	190564288	190564353	21814	0	11			210	149	NA	NA	0.0		NA
21815	"ENSG00000196083.10"	"IL1RAP"	chr3	+	190556129	190556216	190514084	190514219	190564288	190564353	21815	4	11			236	149	NA	NA	0.187		NA
21820	"ENSG00000163479.14"	"SSR2"	chr1	-	156012384	156012565	156011809	156011887	156014960	156015069	21820	1	25			298	149	NA	NA	0.02		NA
21821	"ENSG00000163479.14"	"SSR2"	chr1	-	156012394	156012565	156011809	156011887	156014960	156015069	21821	0	25			298	149	NA	NA	0.0		NA
21822	"ENSG00000163479.14"	"SSR2"	chr1	-	156014960	156015069	156011580	156011887	156018131	156018368	21822	20	2			258	149	NA	NA	0.852		NA
21823	"ENSG00000163479.14"	"SSR2"	chr1	-	156018131	156018368	156011809	156011887	156020012	156020167	21823	56	0			298	149	NA	NA	1.0		NA
21824	"ENSG00000163479.14"	"SSR2"	chr1	-	156018251	156018368	156011809	156011887	156020012	156020167	21824	54	0			266	149	NA	NA	1.0		NA
21825	"ENSG00000163479.14"	"SSR2"	chr1	-	156019084	156019266	156018131	156018368	156020012	156020167	21825	0	104			298	149	NA	NA	0.0		NA
21826	"ENSG00000163479.14"	"SSR2"	chr1	-	156020265	156020346	156020012	156020167	156020887	156020903	21826	0	20			230	149	NA	NA	0.0		NA
21827	"ENSG00000130449.6"	"ZSWIM6"	chr5	+	61490785	61490934	61472680	61473037	61494259	61494410	21827	19	1			298	149	NA	NA	0.905		NA
21829	"ENSG00000143061.18"	"IGSF3"	chr1	-	116606491	116606551	116603623	116604025	116607941	116608331	21829	9	9			209	149	NA	NA	0.416		NA
21831	"ENSG00000173175.15"	"ADCY5"	chr3	-	123296979	123297054	123296083	123296216	123297352	123297382	21831	2	8			224	149	NA	NA	0.143		NA
21833	"ENSG00000117791.16"	"MTARC2"	chr1	+	220754367	220754432	220748224	220748803	220754946	220755060	21833	0	14			214	149	NA	NA	0.0		NA
21835	"ENSG00000116497.18"	"S100PBP"	chr1	+	32825312	32825429	32817574	32817689	32826097	32826223	21835	18	0			266	149	NA	NA	1.0		NA
21867	"ENSG00000007174.18"	"DNAH9"	chr17	+	11632586	11632703	11629416	11629584	11636633	11636784	21867	17	2			266	149	NA	NA	0.826		NA
21868	"ENSG00000007174.18"	"DNAH9"	chr17	+	11644630	11644699	11640269	11640384	11647071	11647198	21868	26	1			218	149	NA	NA	0.947		NA
21870	"ENSG00000007174.18"	"DNAH9"	chr17	+	11689565	11690436	11680722	11680889	11693867	11693998	21870	16	1			298	149	NA	NA	0.889		NA
21871	"ENSG00000007174.18"	"DNAH9"	chr17	+	11693867	11693998	11689565	11690436	11694320	11694447	21871	29	1			280	149	NA	NA	0.939		NA
21872	"ENSG00000007174.18"	"DNAH9"	chr17	+	11871597	11871786	11869133	11869253	11874948	11875184	21872	49	5			298	149	NA	NA	0.831		NA
21873	"ENSG00000007174.18"	"DNAH9"	chr17	+	11886824	11886965	11883585	11883750	11891776	11891947	21873	57	6			290	149	NA	NA	0.83		NA
21874	"ENSG00000007174.18"	"DNAH9"	chr17	+	11929865	11930093	11923813	11923941	11932013	11932205	21874	23	3			298	149	NA	NA	0.793		NA
21875	"ENSG00000007174.18"	"DNAH9"	chr17	+	11932013	11932205	11923813	11923941	11933879	11934071	21875	16	2			298	149	NA	NA	0.8		NA
21876	"ENSG00000197530.13"	"MIB2"	chr1	+	1624964	1625185	1624743	1624901	1625285	1625428	21876	11	0			298	149	NA	NA	1.0		NA
21877	"ENSG00000197530.13"	"MIB2"	chr1	+	1624990	1625185	1624794	1624901	1625285	1625428	21877	19	0			298	149	NA	NA	1.0		NA
21880	"ENSG00000197530.13"	"MIB2"	chr1	+	1626366	1626754	1625566	1625653	1626836	1626929	21880	16	0			298	149	NA	NA	1.0		NA
21881	"ENSG00000197530.13"	"MIB2"	chr1	+	1626649	1626754	1625545	1625653	1626836	1626999	21881	17	0			254	149	NA	NA	1.0		NA
21882	"ENSG00000197530.13"	"MIB2"	chr1	+	1629384	1629566	1629033	1629311	1629638	1629704	21882	10	0			298	149	NA	NA	1.0		NA
21885	"ENSG00000085382.12"	"HACE1"	chr6	-	104750340	104750472	104744511	104744610	104771192	104771389	21885	22	0			281	149	NA	NA	1.0		NA
21887	"ENSG00000085382.12"	"HACE1"	chr6	-	104811310	104811393	104796928	104797025	104833041	104833173	21887	11	2			232	149	NA	NA	0.779		NA
21889	"ENSG00000085382.12"	"HACE1"	chr6	-	104833041	104833173	104811310	104811393	104843222	104843298	21889	20	2			281	149	NA	NA	0.841		NA
21896	"ENSG00000182149.21"	"IST1"	chr16	+	71923287	71923380	71922473	71922680	71924768	71924817	21896	41	0			242	149	NA	NA	1.0		NA
21897	"ENSG00000182149.21"	"IST1"	chr16	+	71924090	71924281	71923287	71923380	71924768	71924817	21897	0	19			298	149	NA	NA	0.0		NA
21898	"ENSG00000182149.21"	"IST1"	chr16	+	71924768	71924817	71923287	71923380	71927613	71927890	21898	21	2			198	149	NA	NA	0.888		NA
21925	"ENSG00000162804.14"	"SNED1"	chr2	+	241071575	241071720	241069919	241070201	241071795	241071878	21925	19	2			294	149	NA	NA	0.828		NA
21927	"ENSG00000162804.14"	"SNED1"	chr2	+	241087391	241087475	241082276	241082364	241088364	241088402	21927	22	0			233	149	NA	NA	1.0		NA
21932	"ENSG00000113558.19"	"SKP1"	chr5	-	134170950	134171038	134167169	134167243	134173925	134174022	21932	0	60			237	149	NA	NA	0.0		NA
21933	"ENSG00000113558.19"	"SKP1"	chr5	-	134173700	134173766	134167169	134167243	134173925	134174022	21933	0	60			215	149	NA	NA	0.0		NA
21934	"ENSG00000113558.19"	"SKP1"	chr5	-	134174461	134174514	134173925	134174022	134176854	134176950	21934	0	31			202	149	NA	NA	0.0		NA
21936	"ENSG00000137992.15"	"DBT"	chr1	-	100213498	100213624	100210693	100210771	100214816	100214983	21936	0	10			275	149	NA	NA	0.0		NA
21940	"ENSG00000162706.13"	"CADM3"	chr1	+	159189770	159189872	159171608	159171853	159191935	159192076	21940	12	41			251	149	NA	NA	0.148		NA
21949	"ENSG00000164118.13"	"CEP44"	chr4	+	174297965	174298062	174283910	174283943	174299071	174299210	21949	9	1			246	149	NA	NA	0.845		NA
21950	"ENSG00000164118.13"	"CEP44"	chr4	+	174297965	174298062	174283968	174284140	174299071	174299210	21950	17	1			246	149	NA	NA	0.911		NA
