SpliceID	dPSI	Uniprot	Type	gene	Preference
CNNM1:99388151-99388301	0.295	Modification	SE	CNNM1	Skipping
CNNM1:99388151-99388301	0.333	Modification	SE	CNNM1	Skipping
COQ4:128325778-128325881	0.153	Modification	SE	COQ4	Skipping
CREM:35179133-35179276	0.564	Modification	SE	CREM	Skipping
CRTC2:153953265-153953369	0.121	Modification	SE	CRTC2	Skipping
CTDP1:79717809-79718016	0.667	Modification	SE	CTDP1	Skipping
CTDP1:79728906-79729069	0.395	Modification	SE	CTDP1	Skipping
CTTN:70421469-70421580	0.132	Modification	SE	CTTN	Skipping
DDR1:30895403-30895514	0.105	Modification	SE	DDR1	Skipping
DENND2B:8729949-8731209	0.141	Modification	SE	DENND2B	Skipping
DENND2B:8731122-8731209	0.164	Modification	SE	DENND2B	Skipping
DEPDC1:68482045-68482897	0.105	Modification	SE	DEPDC1	Skipping
DMTN:22067084-22067159	0.161	Modification	SE	DMTN	Skipping
DNAAF2:49628011-49628155	0.111	Modification	SE	DNAAF2	Skipping
DNM1L:32737864-32737942	0.164	Modification	SE	DNM1L	Skipping
DSN1:36770872-36770977	0.15	Modification	SE	DSN1	Skipping
DSN1:36770872-36771024	0.114	Modification	SE	DSN1	Skipping
DYRK2:67649796-67649945	0.243	Modification	SE	DYRK2	Skipping
EIF4G1:184315762-184315856	0.26	Modification	SE	EIF4G1	Skipping
EIF4G1:184317320-184317431	0.121	Modification	SE	EIF4G1	Skipping
EIF4G1:184317320-184317431	0.337	Modification	SE	EIF4G1	Skipping
EIF4G1:184317716-184317816	0.246	Modification	SE	EIF4G1	Skipping
EIF4G1:184317716-184317816	0.289	Modification	SE	EIF4G1	Skipping
ELF2:139067683-139067770	0.184	Modification	SE	ELF2	Skipping
ELN:74065693-74065732	0.32	Modification	SE	ELN	Skipping
ENSG00000274272:100577272-100577389	0.12	Modification	SE	ENSG00000274272	Skipping
EPB41L1:36173763-36173954	0.216	Modification	SE	EPB41L1	Skipping
EPB41L1:36209487-36209898	0.117	Modification	SE	EPB41L1	Skipping
EPB41L2:130869562-130870126	0.203	Modification	SE	EPB41L2	Skipping
EPB41L2:130869811-130870126	0.126	Modification	SE	EPB41L2	Skipping
EPB41L2:130869811-130870126	0.199	Modification	SE	EPB41L2	Skipping
EPB41L2:130880143-130880206	0.166	Modification	SE	EPB41L2	Skipping
EPB41L4A:112205420-112205504	0.27	Modification	SE	EPB41L4A	Skipping
EPS15L1:16377121-16377254	0.109	Modification	SE	EPS15L1	Skipping
FAM219B:74904981-74905039	0.103	Modification	SE	FAM219B	Skipping
FAM219B:74904981-74905059	0.168	Modification	SE	FAM219B	Skipping
FBXL4:98926476-98927060	0.128	Modification	SE	FBXL4	Skipping
FBXO38:148427212-148427722	0.179	Modification	SE	FBXO38	Skipping
FBXO38:148427212-148427947	0.18	Modification	SE	FBXO38	Skipping
FDPS:155309752-155309965	0.179	Modification	SE	FDPS	Skipping
GARNL3:127264951-127265021	0.199	Modification	SE	GARNL3	Skipping
GIT2:109951166-109951316	0.138	Modification	SE	GIT2	Skipping
GIT2:109951211-109951316	0.147	Modification	SE	GIT2	Skipping
GSTM2:109668424-109668500	0.132	Modification	SE	GSTM2	Skipping
GSTP1:67584684-67584772	0.363	Modification	SE	GSTP1	Skipping
GTF2H1:18341260-18341410	0.433	Modification	SE	GTF2H1	Skipping
GTF2I:74718878-74718941	0.109	Modification	SE	GTF2I	Skipping
GTF2IRD1:74555392-74555494	0.146	Modification	SE	GTF2IRD1	Skipping
GTF2IRD1:74555437-74555494	0.198	Modification	SE	GTF2IRD1	Skipping
HDDC3:90932428-90932806	0.189	Modification	SE	HDDC3	Skipping
HDGFL2:4501190-4501317	0.186	Modification	SE	HDGFL2	Skipping
HNRNPH1:179618144-179618323	0.179	Modification	SE	HNRNPH1	Skipping
HNRNPR:23340851-23341017	0.113	Modification	SE	HNRNPR	Skipping
IRAK1BP1:78898063-78898298	0.124	Modification	SE	IRAK1BP1	Skipping
ITGB3BP:63490082-63490218	0.252	Modification	SE	ITGB3BP	Skipping
KAT5:65713347-65713503	0.232	Modification	SE	KAT5	Skipping
KIAA1191:176355570-176355749	0.338	Modification	SE	KIAA1191	Skipping
KIF23:69440767-69441079	0.124	Modification	SE	KIF23	Skipping
KMT2A:118471661-118471985	0.127	Modification	SE	KMT2A	Skipping
KNL1:40628069-40628208	0.42	Modification	SE	KNL1	Skipping
LIMK2:31262133-31262239	0.364	Modification	SE	LIMK2	Skipping
LSM14B:62129784-62129952	0.163	Modification	SE	LSM14B	Skipping
MAP4:47915950-47917174	0.155	Modification	SE	MAP4	Skipping
MAP4K4:101860824-101860986	0.107	Modification	SE	MAP4K4	Skipping
MAP7D1:36174897-36175008	0.155	Modification	SE	MAP7D1	Skipping
MAPK7:19378895-19379132	0.221	Modification	SE	MAPK7	Skipping
MARF1:15622933-15623126	0.107	Modification	SE	MARF1	Skipping
MCRIP2:647416-647544	0.449	Modification	SE	MCRIP2	Skipping
METTL26:634888-634956	0.139	Modification	SE	METTL26	Skipping
METTL26:634888-635063	0.174	Modification	SE	METTL26	Skipping
MFF:227347225-227347384	0.123	Modification	SE	MFF	Skipping
MFF:227347225-227347384	0.173	Modification	SE	MFF	Skipping
MIB2:1623388-1623482	0.131	Modification	SE	MIB2	Skipping
MIB2:1623430-1623679	0.124	Modification	SE	MIB2	Skipping
MICALL1:37921971-37922426	0.114	Modification	SE	MICALL1	Skipping
MINDY1:151002164-151002323	0.283	Modification	SE	MINDY1	Skipping
MINDY1:151002164-151002400	0.297	Modification	SE	MINDY1	Skipping
MINDY1:151002164-151002706	0.305	Modification	SE	MINDY1	Skipping
MINDY1:151002164-151002968	0.272	Modification	SE	MINDY1	Skipping
MINK1:4892401-4892512	0.304	Modification	SE	MINK1	Skipping
MIR762HG:30888713-30888958	0.482	Modification	SE	MIR762HG	Skipping
MKI67:128114927-128116007	0.109	Modification	SE	MKI67	Skipping
MKNK1:46560233-46560277	0.132	Modification	SE	MKNK1	Skipping
MLLT10:21617111-21617207	0.122	Modification	SE	MLLT10	Skipping
MRPL43:100983947-100984074	0.129	Modification	SE	MRPL43	Skipping
MTMR14:9697710-9697866	0.199	Modification	SE	MTMR14	Skipping
MTMR14:9697710-9697866	0.211	Modification	SE	MTMR14	Skipping
MYH3:10651511-10651668	0.157	Modification	SE	MYH3	Skipping
NAXD:110624233-110624279	0.231	Modification	SE	NAXD	Skipping
NCL:231458265-231458344	0.607	Modification	SE	NCL	Skipping
NCL:231458265-231458620	0.54	Modification	SE	NCL	Skipping
NCOA2:70213902-70214075	0.4	Modification	SE	NCOA2	Skipping
NEDD4L:58341677-58341797	0.361	Modification	SE	NEDD4L	Skipping
NFIB:14125631-14125766	0.507	Modification	SE	NFIB	Skipping
NFIC:3453762-3453916	0.131	Modification	SE	NFIC	Skipping
NLE1:35139819-35140066	0.127	Modification	SE	NLE1	Skipping
NME4:401946-402043	0.146	Modification	SE	NME4	Skipping
NVL:224307990-224308217	0.111	Modification	SE	NVL	Skipping
OSBPL3:24849068-24849176	0.146	Modification	SE	OSBPL3	Skipping
PAK1:77349238-77349287	0.105	Modification	SE	PAK1	Skipping
PARD3:34284134-34284245	0.177	Modification	SE	PARD3	Skipping
PATL1:59655955-59656045	0.129	Modification	SE	PATL1	Skipping
PCNT:46444693-46444821	0.295	Modification	SE	PCNT	Skipping
PLEC:143922503-143925884	0.121	Modification	SE	PLEC	Skipping
PLEKHA7:16794487-16794714	0.364	Modification	SE	PLEKHA7	Skipping
PLSCR1:146521543-146522053	0.358	Modification	SE	PLSCR1	Skipping
PLSCR1:146521832-146522053	0.454	Modification	SE	PLSCR1	Skipping
PLSCR1:146528613-146528831	0.127	Modification	SE	PLSCR1	Skipping
POGZ:151424954-151425061	0.385	Modification	SE	POGZ	Skipping
POGZ:151427822-151428014	0.762	Modification	SE	POGZ	Skipping
PPA2:105424195-105424322	0.151	Modification	SE	PPA2	Skipping
PPARGC1A:23801729-23801881	0.104	Modification	SE	PPARGC1A	Skipping
PPRC1:102146671-102147392	0.473	Modification	SE	PPRC1	Skipping
PRDX1:45514872-45514995	0.383	Modification	SE	PRDX1	Skipping
PREPL:44359496-44359750	0.104	Modification	SE	PREPL	Skipping
PREPL:44359496-44359750	0.178	Modification	SE	PREPL	Skipping
PREPL:44359496-44360038	0.156	Modification	SE	PREPL	Skipping
PSMA2:42927382-42927459	0.123	Modification	SE	PSMA2	Skipping
PTPN3:109422717-109422852	0.215	Modification	SE	PTPN3	Skipping
PUM1:31005852-31006031	0.121	Modification	SE	PUM1	Skipping
PUM1:31006993-31007102	0.173	Modification	SE	PUM1	Skipping
PUM2:20278582-20278819	0.188	Modification	SE	PUM2	Skipping
RABL6:136838908-136839121	0.111	Modification	SE	RABL6	Skipping
RAI14:34813573-34813660	0.258	Modification	SE	RAI14	Skipping
RALGAPB:38567095-38567232	0.785	Modification	SE	RALGAPB	Skipping
RALY:34075873-34076040	0.333	Modification	SE	RALY	Skipping
RBCK1:409829-410025	0.136	Modification	SE	RBCK1	Skipping
RBCK1:409880-410025	0.113	Modification	SE	RBCK1	Skipping
RBM4:66643449-66644140	0.166	Modification	SE	RBM4	Skipping
RBMXL1:88988251-88988351	0.122	Modification	SE	RBMXL1	Skipping
RDH11:67692437-67692593	0.311	Modification	SE	RDH11	Skipping
RFFL:35016369-35016580	0.557	Modification	SE	RFFL	Skipping
RGL2:33298454-33298651	0.239	Modification	SE	RGL2	Skipping
RGL3:11399854-11399951	0.167	Modification	SE	RGL3	Skipping
RGL3:11399854-11399969	0.219	Modification	SE	RGL3	Skipping
RIF1:151468473-151468551	0.166	Modification	SE	RIF1	Skipping
RNF130:179966805-179967010	0.149	Modification	SE	RNF130	Skipping
RO60:193069033-193069181	0.13	Modification	SE	RO60	Skipping
RPL7A:133351001-133351071	0.158	Modification	SE	RPL7A	Skipping
RPS11:49497193-49497282	0.251	Modification	SE	RPS11	Skipping
RPS3:75402303-75402446	0.178	Modification	SE	RPS3	Skipping
RPTOR:80923489-80923673	0.269	Modification	SE	RPTOR	Skipping
SAMHD1:36941038-36941111	0.195	Modification	SE	SAMHD1	Skipping
SATB2:199455868-199456096	0.185	Modification	SE	SATB2	Skipping
SCFD1:30628208-30628279	0.102	Modification	SE	SCFD1	Skipping
SCYL1:65538269-65538324	0.12	Modification	SE	SCYL1	Skipping
SEPTIN4:58526681-58526978	0.128	Modification	SE	SEPTIN4	Skipping
SHARPIN:144099080-144099205	0.114	Modification	SE	SHARPIN	Skipping
SIPA1L3:38201861-38201997	0.167	Modification	SE	SIPA1L3	Skipping
SLC29A2:66366430-66366564	0.233	Modification	SE	SLC29A2	Skipping
SLC43A1:57493992-57494171	0.184	Modification	SE	SLC43A1	Skipping
SMARCD1:50087362-50087485	0.169	Modification	SE	SMARCD1	Skipping
SNAP23:42529674-42529819	0.308	Modification	SE	SNAP23	Skipping
SORBS1:95414493-95414655	0.241	Modification	SE	SORBS1	Skipping
SORBS1:95414493-95414862	0.236	Modification	SE	SORBS1	Skipping
SORBS1:95414493-95414862	0.279	Modification	SE	SORBS1	Skipping
SP100:230449560-230449710	0.206	Modification	SE	SP100	Skipping
SRGAP3:8990511-8990839	0.108	Modification	SE	SRGAP3	Skipping
SRSF4:29159863-29160058	0.169	Modification	SE	SRSF4	Skipping
SRSF4:29159863-29160091	0.102	Modification	SE	SRSF4	Skipping
SSR1:7295384-7295485	0.118	Modification	SE	SSR1	Skipping
STAU1:49165996-49166285	0.157	Modification	SE	STAU1	Skipping
STAU1:49165996-49166285	0.196	Modification	SE	STAU1	Skipping
SVIL:29532528-29533458	0.268	Modification	SE	SVIL	Skipping
TANC1:159150369-159150556	0.138	Modification	SE	TANC1	Skipping
TANC1:159163282-159163546	0.106	Modification	SE	TANC1	Skipping
TBC1D2B:78054033-78054187	0.174	Modification	SE	TBC1D2B	Skipping
TEAD1:12864837-12864900	0.143	Modification	SE	TEAD1	Skipping
TJP1:29719776-29720016	0.221	Modification	SE	TJP1	Skipping
TJP1:29761600-29761769	0.759	Modification	SE	TJP1	Skipping
TMEM175:947708-948154	0.116	Modification	SE	TMEM175	Skipping
TMPO:98544229-98544349	0.298	Modification	SE	TMPO	Skipping
TMPO:98544441-98544537	0.216	Modification	SE	TMPO	Skipping
TNIK:171128713-171128878	0.146	Modification	SE	TNIK	Skipping
TOM1L1:54960565-54960627	0.113	Modification	SE	TOM1L1	Skipping
TPM2:35684731-35684807	0.137	Modification	SE	TPM2	Skipping
TRIO:14487463-14487730	0.241	Modification	SE	TRIO	Skipping
TSC2:2077597-2077726	0.122	Modification	SE	TSC2	Skipping
UBE4B:10106196-10106583	0.563	Modification	SE	UBE4B	Skipping
USP10:84744632-84745673	0.157	Modification	SE	USP10	Skipping
USP10:84744632-84745673	0.221	Modification	SE	USP10	Skipping
USP10:84744632-84745673	0.227	Modification	SE	USP10	Skipping
USP15:62349220-62349307	0.182	Modification	SE	USP15	Skipping
WAC:28595694-28596041	0.244	Modification	SE	WAC	Skipping
WAC:28595732-28596041	0.236	Modification	SE	WAC	Skipping
WDR20:102208602-102209862	0.206	Modification	SE	WDR20	Skipping
WIPF2:40260534-40260627	0.251	Modification	SE	WIPF2	Skipping
WIPF2:40260534-40260667	0.145	Modification	SE	WIPF2	Skipping
XPO6:28180940-28181031	0.105	Modification	SE	XPO6	Skipping
XPO6:28180940-28181031	0.267	Modification	SE	XPO6	Skipping
ZMYND8:47238757-47239138	0.197	Modification	SE	ZMYND8	Skipping
ZNF385A:54371472-54371642	0.375	Modification	SE	ZNF385A	Skipping
ADAM32:39169915-39169997	0.146	Disulfide Bond	SE	ADAM32	Skipping
ADAMTS6:65297107-65297244	0.172	Disulfide Bond	SE	ADAMTS6	Skipping
AKT2:40236237-40236385	0.105	Disulfide Bond	SE	AKT2	Skipping
B4GALNT1:57631199-57631364	0.101	Disulfide Bond	SE	B4GALNT1	Skipping
C1RL:7108250-7108479	0.108	Disulfide Bond	SE	C1RL	Skipping
CACNA2D3:54879349-54879411	0.12	Disulfide Bond	SE	CACNA2D3	Skipping
CATSPERG:38369971-38370064	0.229	Disulfide Bond	SE	CATSPERG	Skipping
CD59:33711383-33711505	0.482	Disulfide Bond	SE	CD59	Skipping
CDON:126018336-126018473	0.195	Disulfide Bond	SE	CDON	Skipping
CEACAM1:42518947-42519235	0.233	Disulfide Bond	SE	CEACAM1	Skipping
CFHR2:196949454-196949649	0.564	Disulfide Bond	SE	CFHR2	Skipping
CFHR2:196950851-196951028	0.392	Disulfide Bond	SE	CFHR2	Skipping
CNTNAP3:39149805-39149977	0.12	Disulfide Bond	SE	CNTNAP3	Skipping
ENSG00000144785:56310957-56311054	0.105	Disulfide Bond	SE	ENSG00000144785	Skipping
ERLEC1:53814859-53814935	0.123	Disulfide Bond	SE	ERLEC1	Skipping
F9:139548362-139548491	0.104	Disulfide Bond	SE	F9	Skipping
FBLN1:45535255-45535337	0.252	Disulfide Bond	SE	FBLN1	Skipping
FGFR1:38429681-38429948	0.123	Disulfide Bond	SE	FGFR1	Skipping
FGFR2:121565437-121565704	0.169	Disulfide Bond	SE	FGFR2	Skipping
GABBR1:29630457-29630643	0.103	Disulfide Bond	SE	GABBR1	Skipping
GABBR1:29630521-29630643	0.136	Disulfide Bond	SE	GABBR1	Skipping
GFAP:44904765-44905149	0.483	Disulfide Bond	SE	GFAP	Skipping
GGCX:85558439-85558605	0.128	Disulfide Bond	SE	GGCX	Skipping
GOLPH3:32143748-32143880	0.126	Disulfide Bond	SE	GOLPH3	Skipping
IFNLR1:24159473-24159633	0.182	Disulfide Bond	SE	IFNLR1	Skipping
ITGAE:3723287-3723383	0.108	Disulfide Bond	SE	ITGAE	Skipping
KIRREL2:35857344-35857494	0.32	Disulfide Bond	SE	KIRREL2	Skipping
LINC02904:143042957-143043262	0.143	Disulfide Bond	SE	LINC02904	Skipping
LINC02904:143044648-143044817	0.227	Disulfide Bond	SE	LINC02904	Skipping
LIPE-AS1:42521991-42522098	0.191	Disulfide Bond	SE	AS1	Skipping
MPZL3:118237049-118237260	0.182	Disulfide Bond	SE	MPZL3	Skipping
MR1:181052234-181052510	0.296	Disulfide Bond	SE	MR1	Skipping
MR1:181052234-181052510	0.783	Disulfide Bond	SE	MR1	Skipping
MR1:181052321-181052510	0.223	Disulfide Bond	SE	MR1	Skipping
MR1:181052321-181052510	0.288	Disulfide Bond	SE	MR1	Skipping
NOTCH2:120005328-120005588	0.38	Disulfide Bond	SE	NOTCH2	Skipping
NPTN:73597021-73597369	0.261	Disulfide Bond	SE	NPTN	Skipping
NPY1R:163326217-163326298	0.352	Disulfide Bond	SE	NPY1R	Skipping
PIGT:45419294-45419395	0.206	Disulfide Bond	SE	PIGT	Skipping
POFUT2:45282803-45282938	0.124	Disulfide Bond	SE	POFUT2	Skipping
POGLUT1:119478333-119478474	0.178	Disulfide Bond	SE	POGLUT1	Skipping
POGLUT1:119478333-119478474	0.601	Disulfide Bond	SE	POGLUT1	Skipping
PPIEL:39524835-39525057	0.353	Disulfide Bond	SE	PPIEL	Skipping
SCN3B:123645586-123645750	0.172	Disulfide Bond	SE	SCN3B	Skipping
SMPDL3A:122795676-122795890	0.136	Disulfide Bond	SE	SMPDL3A	Skipping
TENM4:78812121-78812316	0.147	Disulfide Bond	SE	TENM4	Skipping
THBS3-AS1:155196850-155197017	0.123	Disulfide Bond	SE	AS1	Skipping
THBS3-AS1:155196898-155197017	0.116	Disulfide Bond	SE	AS1	Skipping
TIMM17B:48895351-48895454	0.123	Disulfide Bond	SE	TIMM17B	Skipping
TIMM17B:48895351-48895501	0.213	Disulfide Bond	SE	TIMM17B	Skipping
TIMM17B:48895351-48895972	0.279	Disulfide Bond	SE	TIMM17B	Skipping
TLR4:117708198-117708318	0.258	Disulfide Bond	SE	TLR4	Skipping
TLR4:117708562-117708729	0.136	Disulfide Bond	SE	TLR4	Skipping
TMEM67:93759859-93759993	0.447	Disulfide Bond	SE	TMEM67	Skipping
TNFRSF10B:23043137-23043243	0.135	Disulfide Bond	SE	TNFRSF10B	Skipping
TTYH1:54430549-54430605	0.268	Disulfide Bond	SE	TTYH1	Skipping
C1RL:7108250-7108479	0.108	Signal	SE	C1RL	Skipping
DCUN1D4:51848204-51848367	0.229	Signal	SE	DCUN1D4	Skipping
DCUN1D4:51848204-51848367	0.272	Signal	SE	DCUN1D4	Skipping
DCUN1D4:51860542-51860663	0.324	Signal	SE	DCUN1D4	Skipping
DNAJC16:15529087-15529272	0.207	Signal	SE	DNAJC16	Skipping
FKBP15:113220689-113220887	0.101	Signal	SE	FKBP15	Skipping
GBA:155241085-155241180	0.16	Signal	SE	GBA	Skipping
IFNLR1:24180730-24180854	0.346	Signal	SE	IFNLR1	Skipping
JTB:153976975-153977013	0.115	Signal	SE	JTB	Skipping
LINC02904:143044648-143044817	0.227	Signal	SE	LINC02904	Skipping
LRRC37A2:46512315-46515321	0.166	Signal	SE	LRRC37A2	Skipping
MTFR1L:25823239-25823439	0.143	Signal	SE	MTFR1L	Skipping
PRH1:10884153-10884275	0.223	Signal	SE	PRH1	Skipping
PSORS1C1:31138655-31138779	0.436	Signal	SE	PSORS1C1	Skipping
RDH11:67692437-67692593	0.311	Signal	SE	RDH11	Skipping
SCN3B:123645586-123645750	0.172	Signal	SE	SCN3B	Skipping
SGCE:94639340-94639448	0.14	Signal	SE	SGCE	Skipping
SLC12A9:100858834-100858942	0.152	Signal	SE	SLC12A9	Skipping
SLC12A9:100858834-100858942	0.249	Signal	SE	SLC12A9	Skipping
SMARCA2:2159813-2159909	0.158	Signal	SE	SMARCA2	Skipping
SPG7:89524005-89524247	0.157	Signal	SE	SPG7	Skipping
TMEM161A:19134783-19134887	0.131	Signal	SE	TMEM161A	Skipping
TMEM241:23421366-23421444	0.538	Signal	SE	TMEM241	Skipping
TMEM241:23430630-23430677	0.373	Signal	SE	TMEM241	Skipping
TNFRSF10B:23043137-23043243	0.135	Signal	SE	TNFRSF10B	Skipping
ZNF26:132987664-132987768	0.282	Signal	SE	ZNF26	Skipping
AASS:122082787-122082891	0.197	Protein Domain	SE	AASS	Skipping
AASS:122085577-122085718	0.127	Protein Domain	SE	AASS	Skipping
ABCB9:122940806-122940995	0.106	Protein Domain	SE	ABCB9	Skipping
ABCD4:74299547-74299675	0.351	Protein Domain	SE	ABCD4	Skipping
ABHD11:73736928-73737220	0.287	Protein Domain	SE	ABHD11	Skipping
ABHD11:73737220-73737360	0.11	Protein Domain	SE	ABHD11	Skipping
ABHD11:73737220-73737391	0.238	Protein Domain	SE	ABHD11	Skipping
ABRAXAS1:83470202-83470396	0.112	Protein Domain	SE	ABRAXAS1	Skipping
ABRAXAS1:83472221-83472288	0.495	Protein Domain	SE	ABRAXAS1	Skipping
ACOT8:45853922-45853979	0.16	Protein Domain	SE	ACOT8	Skipping
ACOT8:45853922-45853984	0.327	Protein Domain	SE	ACOT8	Skipping
ACP1:272036-272065	0.14	Protein Domain	SE	ACP1	Skipping
ACTN4:38710256-38710342	0.239	Protein Domain	SE	ACTN4	Skipping
ACYP2:54057238-54057360	0.15	Protein Domain	SE	ACYP2	Skipping
ACYP2:54135452-54135469	0.126	Protein Domain	SE	ACYP2	Skipping
ADAM32:39169915-39169997	0.146	Protein Domain	SE	ADAM32	Skipping
ADAMTS17:100281228-100281401	0.205	Protein Domain	SE	ADAMTS17	Skipping
ADAMTS6:65297107-65297244	0.172	Protein Domain	SE	ADAMTS6	Skipping
ADARB1:45184473-45184593	0.137	Protein Domain	SE	ADARB1	Skipping
ADGRB3:69062933-69063036	0.135	Protein Domain	SE	ADGRB3	Skipping
AGK:141624179-141625283	0.104	Protein Domain	SE	AGK	Skipping
AKAP10:19940886-19941010	0.161	Protein Domain	SE	AKAP10	Skipping
AKT2:40236237-40236385	0.105	Protein Domain	SE	AKT2	Skipping
AKT3:243734957-243735116	0.493	Protein Domain	SE	AKT3	Skipping
ALDH3B1:68018526-68018637	0.124	Protein Domain	SE	ALDH3B1	Skipping
ALKBH3:43897194-43897354	0.253	Protein Domain	SE	ALKBH3	Skipping
ALOX12-AS1:7002483-7002620	0.166	Protein Domain	SE	AS1	Skipping
ALX1:85283571-85283876	0.119	Protein Domain	SE	ALX1	Skipping
AMMECR1L:127865682-127865810	0.101	Protein Domain	SE	AMMECR1L	Skipping
AMMECR1L:127865905-127865981	0.104	Protein Domain	SE	AMMECR1L	Skipping
AMMECR1L:127872985-127873077	0.206	Protein Domain	SE	AMMECR1L	Skipping
AP3S1:115866669-115866761	0.119	Protein Domain	SE	AP3S1	Skipping
AP3S1:115902884-115902992	0.342	Protein Domain	SE	AP3S1	Skipping
AP4B1:113896257-113896465	0.346	Protein Domain	SE	AP4B1	Skipping
APTX:32974457-32974561	0.168	Protein Domain	SE	APTX	Skipping
ARFGAP2:47175181-47175313	0.588	Protein Domain	SE	ARFGAP2	Skipping
ARHGEF9:63656509-63658064	0.309	Protein Domain	SE	ARHGEF9	Skipping
ARHGEF9:63703169-63703284	0.105	Protein Domain	SE	ARHGEF9	Skipping
ARHGEF9:63724531-63724711	0.129	Protein Domain	SE	ARHGEF9	Skipping
ARHGEF9:63724531-63724711	0.13	Protein Domain	SE	ARHGEF9	Skipping
ASL:66086743-66086821	0.267	Protein Domain	SE	ASL	Skipping
ASXL1:32371777-32371874	0.146	Protein Domain	SE	ASXL1	Skipping
ATAD2B:23827797-23827860	0.115	Protein Domain	SE	ATAD2B	Skipping
ATF3:212619045-212619266	0.407	Protein Domain	SE	ATF3	Skipping
ATM:108243952-108244118	0.444	Protein Domain	SE	ATM	Skipping
ATP6V1H:53769617-53769743	0.216	Protein Domain	SE	ATP6V1H	Skipping
ATR:142450465-142450602	0.405	Protein Domain	SE	ATR	Skipping
BAG1:33262104-33262246	0.204	Protein Domain	SE	BAG1	Skipping
BBS2:56511132-56511284	0.14	Protein Domain	SE	BBS2	Skipping
BCAP29:107616260-107616389	0.269	Protein Domain	SE	BCAP29	Skipping
BCL2L11:111150043-111150147	0.109	Protein Domain	SE	BCL2L11	Skipping
BEND6:57017206-57017399	0.238	Protein Domain	SE	BEND6	Skipping
BEND6:57018420-57018557	0.111	Protein Domain	SE	BEND6	Skipping
BFAR:14649803-14649973	0.217	Protein Domain	SE	BFAR	Skipping
BIN1:127063932-127064018	0.181	Protein Domain	SE	BIN1	Skipping
BMP7:57183721-57183919	0.239	Protein Domain	SE	BMP7	Skipping
BNC2:16435554-16437524	0.108	Protein Domain	SE	BNC2	Skipping
BNIP2:59668102-59668138	0.105	Protein Domain	SE	BNIP2	Skipping
BOD1:173613130-173613255	0.11	Protein Domain	SE	BOD1	Skipping
BOK:241570124-241570288	0.116	Protein Domain	SE	BOK	Skipping
BRAF:140808236-140808316	0.208	Protein Domain	SE	BRAF	Skipping
BRD2:32975020-32975112	0.139	Protein Domain	SE	BRD2	Skipping
BRF1:105228819-105228913	0.125	Protein Domain	SE	BRF1	Skipping
BRF1:105241264-105241414	0.149	Protein Domain	SE	BRF1	Skipping
BRPF1:9742351-9742541	0.132	Protein Domain	SE	BRPF1	Skipping
BTBD19:44810212-44810426	0.241	Protein Domain	SE	BTBD19	Skipping
BTBD19:44813373-44813499	0.209	Protein Domain	SE	BTBD19	Skipping
C16orf46:81063745-81063993	0.346	Protein Domain	SE	C16orf46	Skipping
C1RL:7108250-7108479	0.108	Protein Domain	SE	C1RL	Skipping
C2:31934165-31934299	0.12	Protein Domain	SE	C2	Skipping
C6orf52:10672546-10672636	0.192	Protein Domain	SE	C6orf52	Skipping
CACNB2:18514235-18514369	0.408	Protein Domain	SE	CACNB2	Skipping
CAMKK1:3882256-3882370	0.156	Protein Domain	SE	CAMKK1	Skipping
CAMTA1:6886239-6886346	0.132	Protein Domain	SE	CAMTA1	Skipping
CAPRIN2:30714958-30715081	0.145	Protein Domain	SE	CAPRIN2	Skipping
CAPRIN2:30719078-30719225	0.145	Protein Domain	SE	CAPRIN2	Skipping
CAPRIN2:30719078-30719225	0.171	Protein Domain	SE	CAPRIN2	Skipping
CAPRIN2:30719078-30720915	0.144	Protein Domain	SE	CAPRIN2	Skipping
CARD8:48223718-48223868	0.276	Protein Domain	SE	CARD8	Skipping
CASK:41557031-41557100	0.325	Protein Domain	SE	CASK	Skipping
CASP2:143300379-143300440	0.113	Protein Domain	SE	CASP2	Skipping
CATSPERG:38369971-38370064	0.229	Protein Domain	SE	CATSPERG	Skipping
CBWD2:113457064-113457209	0.295	Protein Domain	SE	CBWD2	Skipping
CCNC:99549311-99549399	0.114	Protein Domain	SE	CCNC	Skipping
CCNJL:160276268-160276412	0.186	Protein Domain	SE	CCNJL	Skipping
CCNQ:153597421-153597706	0.123	Protein Domain	SE	CCNQ	Skipping
CCNYL1:207737410-207737446	0.125	Protein Domain	SE	CCNYL1	Skipping
CD44:35196745-35196874	0.166	Protein Domain	SE	CD44	Skipping
CD44:35196745-35196874	0.174	Protein Domain	SE	CD44	Skipping
CD44:35198120-35198246	0.106	Protein Domain	SE	CD44	Skipping
CD44:35201667-35201787	0.113	Protein Domain	SE	CD44	Skipping
CD44:35201670-35201787	0.106	Protein Domain	SE	CD44	Skipping
CD44:35204511-35204640	0.11	Protein Domain	SE	CD44	Skipping
CD44:35206111-35206243	0.22	Protein Domain	SE	CD44	Skipping
CD44:35206114-35206243	0.11	Protein Domain	SE	CD44	Skipping
CD44:35208104-35208206	0.249	Protein Domain	SE	CD44	Skipping
CD59:33711383-33711505	0.482	Protein Domain	SE	CD59	Skipping
CDC42BPA:227213135-227213219	0.102	Protein Domain	SE	CDC42BPA	Skipping
CDC42BPA:227219262-227219420	0.849	Protein Domain	SE	CDC42BPA	Skipping
CDHR3:106017845-106018072	0.306	Protein Domain	SE	CDHR3	Skipping
